40 40
15 22 N
15 24 N
15 25 N
15 26 N
15 28 N
15 30 N
15 31 N
15 32 N
15 33 N
15 34 N
15 35 N
15 38 N
16 5 N
16 9 N
16 11 N
16 12 N
16 13 N
16 15 N
16 16 N
16 17 N
16 18 N
16 20 N
16 23 N
16 25 N
16 26 N
16 28 N
16 30 N
16 31 N
16 32 N
16 34 N
16 37 N
16 38 N
17 1 N
17 2 N
17 3 N
17 4 N
17 5 N
17 7 N
17 8 N
17 9 N
17 11 N
17 12 N
17 13 N
17 15 N
17 17 N
17 18 N
17 19 N
17 20 N
17 23 N
17 25 N
17 28 N
17 29 N
17 32 N
17 34 N
17 35 N
17 37 N
18 3 N
18 5 N
18 7 N
18 9 N
18 13 N
18 15 N
18 20 N
18 21 N
18 22 N
18 23 N
18 24 N
18 27 N
18 28 N
18 29 N
18 30 N
18 34 N
18 35 N
18 36 N
18 37 N
19 1 N
19 3 N
19 5 N
19 7 N
19 8 N
19 9 N
19 11 N
19 13 N
19 16 N
19 18 N
19 24 N
19 25 N
19 26 N
19 27 N
19 29 N
19 32 N
19 36 N
19 38 N
20 1 N
20 3 N
20 9 N
20 11 N
20 13 N
20 14 N
20 15 N
20 16 N
20 17 N
20 18 N
20 20 N
20 21 N
20 29 N
20 30 N
20 31 N
20 32 N
20 34 N
20 35 N
20 36 N
20 38 N
21 1 N
21 3 N
21 4 N
21 5 N
21 8 N
21 9 N
21 11 N
21 13 N
21 14 N
21 15 N
21 16 N
21 18 N
21 21 N
21 22 N
21 23 N
21 24 N
21 25 N
21 26 N
21 27 N
21 37 N
21 38 N
22 1 N
22 5 N
22 7 N
22 8 N
22 11 N
22 13 N
22 14 N
22 15 N
22 16 N
22 18 N
22 19 N
22 20 N
22 21 N
22 29 N
22 31 N
22 32 N
22 33 N
22 34 N
22 35 N
22 36 N
22 37 N
22 38 N
23 1 N
23 2 N
23 3 N
23 4 N
23 5 N
23 7 N
23 8 N
23 9 N
23 10 N
23 11 N
23 13 N
23 14 N
23 15 N
23 16 N
23 18 N
23 20 N
23 23 N
23 24 N
23 25 N
23 26 N
23 27 N
23 28 N
23 29 N
23 31 N
23 32 N
24 1 N
24 7 N
24 16 N
24 18 N
24 20 N
24 22 N
24 23 N
24 27 N
24 31 N
24 33 N
24 34 N
24 35 N
24 36 N
24 37 N
24 38 N
25 1 N
25 3 N
25 4 N
25 5 N
25 7 N
25 8 N
25 9 N
25 10 N
25 13 N
25 14 N
25 16 N
25 18 N
25 20 N
25 22 N
25 23 N
25 24 N
25 27 N
25 28 N
25 29 N
25 31 N
25 32 N
25 33 N
25 37 N
26 1 N
26 3 N
26 5 N
26 7 N
26 10 N
26 12 N
26 13 N
26 14 N
26 15 N
26 16 N
26 18 N
26 20 N
26 21 N
26 24 N
26 25 N
26 27 N
26 29 N
26 32 N
26 34 N
26 35 N
26 36 N
26 37 N
26 38 N
27 1 N
27 3 N
27 5 N
27 7 N
27 9 N
27 10 N
27 13 N
27 14 N
27 15 N
27 16 N
27 18 N
27 21 N
27 22 N
27 23 N
27 25 N
27 27 N
27 32 N
27 34 N
27 37 N
28 1 N
28 3 N
28 5 N
28 7 N
28 8 N
28 12 N
28 14 N
28 16 N
28 18 N
28 19 N
28 20 N
28 23 N
28 25 N
28 27 N
28 28 N
28 29 N
28 30 N
28 31 N
28 32 N
28 34 N
28 36 N
28 37 N
28 38 N
29 1 N
29 3 N
29 5 N
29 7 N
29 9 N
29 10 N
29 12 N
29 13 N
29 14 N
29 16 N
29 20 N
29 21 N
29 22 N
29 25 N
29 35 N
29 36 N
30 1 N
30 3 N
30 5 N
30 7 N
30 8 N
30 9 N
30 10 N
30 12 N
30 14 N
30 16 N
30 17 N
30 18 N
30 22 N
30 23 N
30 25 N
30 26 N
30 28 N
30 29 N
30 31 N
30 32 N
30 33 N
30 35 N
30 38 N
31 1 N
31 3 N
31 5 N
31 10 N
31 14 N
31 18 N
31 20 N
31 23 N
31 26 N
31 29 N
31 30 N
31 31 N
31 33 N
31 35 N
31 36 N
31 38 N
32 1 N
32 3 N
32 5 N
32 7 N
32 8 N
32 10 N
32 12 N
32 13 N
32 14 N
32 15 N
32 17 N
32 18 N
32 20 N
32 23 N
32 24 N
32 25 N
32 26 N
32 28 N
32 29 N
32 33 N
32 36 N
32 37 N
32 38 N
33 1 N
33 3 N
33 5 N
33 8 N
33 9 N
33 10 N
33 12 N
33 15 N
33 20 N
33 29 N
33 30 N
33 31 N
33 33 N
33 34 N
33 35 N
33 38 N
34 1 N
34 3 N
34 5 N
34 8 N
34 10 N
34 12 N
34 13 N
34 15 N
34 16 N
34 17 N
34 18 N
34 19 N
34 20 N
34 22 N
34 23 N
34 24 N
34 25 N
34 26 N
34 27 N
34 28 N
34 29 N
34 31 N
34 33 N
34 38 N
35 1 N
35 3 N
35 5 N
35 7 N
35 8 N
35 10 N
35 15 N
35 17 N
35 18 N
35 20 N
35 22 N
35 23 N
35 29 N
35 33 N
35 34 N
35 35 N
35 36 N
35 37 N
35 38 N
36 1 N
36 3 N
36 5 N
36 10 N
36 12 N
36 13 N
36 14 N
36 15 N
36 17 N
36 19 N
36 20 N
36 22 N
36 24 N
36 25 N
36 26 N
36 27 N
36 29 N
36 30 N
36 31 N
36 32 N
37 1 N
37 5 N
37 7 N
37 8 N
37 9 N
37 10 N
37 12 N
37 15 N
37 17 N
37 18 N
37 20 N
37 22 N
37 23 N
37 27 N
37 29 N
37 32 N
37 35 N
37 36 N
37 37 N
37 38 N
38 1 N
38 2 N
38 3 N
38 4 N
38 5 N
38 7 N
38 8 N
38 12 N
38 13 N
38 14 N
38 15 N
38 16 N
38 19 N
38 20 N
38 22 N
38 23 N
38 24 N
38 25 N
38 26 N
38 27 N
38 29 N
38 32 N
38 33 N
38 34 N
38 35 N
