40 40
18 28 N
18 29 N
18 30 N
18 32 N
18 35 N
18 36 N
18 38 N
19 1 N
19 3 N
19 5 N
19 6 N
19 7 N
19 9 N
19 10 N
19 12 N
19 15 N
19 18 N
19 19 N
19 20 N
19 22 N
19 23 N
19 24 N
19 25 N
19 26 N
19 28 N
19 30 N
19 32 N
19 33 N
19 34 N
19 35 N
19 37 N
20 1 N
20 3 N
20 5 N
20 7 N
20 10 N
20 12 N
20 14 N
20 15 N
20 16 N
20 17 N
20 18 N
20 20 N
20 22 N
20 28 N
20 29 N
20 30 N
20 32 N
20 35 N
20 36 N
20 37 N
20 38 N
21 1 N
21 2 N
21 3 N
21 4 N
21 5 N
21 7 N
21 10 N
21 12 N
21 20 N
21 22 N
21 23 N
21 24 N
21 25 N
21 26 N
21 28 N
21 30 N
21 32 N
21 34 N
21 38 N
22 5 N
22 7 N
22 8 N
22 10 N
22 12 N
22 13 N
22 14 N
22 15 N
22 16 N
22 17 N
22 18 N
22 19 N
22 20 N
22 26 N
22 28 N
22 29 N
22 30 N
22 32 N
22 34 N
22 35 N
22 36 N
22 38 N
23 1 N
23 2 N
23 3 N
23 4 N
23 5 N
23 8 N
23 10 N
23 12 N
23 14 N
23 16 N
23 18 N
23 20 N
23 22 N
23 23 N
23 24 N
23 25 N
23 26 N
23 28 N
23 30 N
23 32 N
23 33 N
23 34 N
23 38 N
24 1 N
24 3 N
24 5 N
24 7 N
24 8 N
24 10 N
24 12 N
24 20 N
24 28 N
24 29 N
24 30 N
24 32 N
24 34 N
24 36 N
24 37 N
24 38 N
25 1 N
25 7 N
25 10 N
25 12 N
25 14 N
25 15 N
25 16 N
25 17 N
25 18 N
25 20 N
25 21 N
25 22 N
25 23 N
25 24 N
25 25 N
25 27 N
25 28 N
25 34 N
26 1 N
26 2 N
26 3 N
26 5 N
26 7 N
26 8 N
26 10 N
26 12 N
26 14 N
26 20 N
26 25 N
26 27 N
26 30 N
26 31 N
26 32 N
26 34 N
26 35 N
26 36 N
26 37 N
26 38 N
27 1 N
27 3 N
27 5 N
27 10 N
27 12 N
27 14 N
27 16 N
27 17 N
27 18 N
27 20 N
27 22 N
27 23 N
27 24 N
27 25 N
27 27 N
27 29 N
27 30 N
27 32 N
27 33 N
27 38 N
28 1 N
28 3 N
28 5 N
28 7 N
28 8 N
28 9 N
28 10 N
28 12 N
28 14 N
28 16 N
28 20 N
28 25 N
28 27 N
28 29 N
28 31 N
28 33 N
28 35 N
28 37 N
28 38 N
29 1 N
29 3 N
29 5 N
29 7 N
29 12 N
29 14 N
29 16 N
29 18 N
29 19 N
29 20 N
29 21 N
29 23 N
29 25 N
29 27 N
29 29 N
29 31 N
29 33 N
29 35 N
29 38 N
30 1 N
30 3 N
30 5 N
30 7 N
30 8 N
30 9 N
30 10 N
30 12 N
30 14 N
30 16 N
30 18 N
30 19 N
30 21 N
30 23 N
30 25 N
30 27 N
30 29 N
30 31 N
30 33 N
30 35 N
30 37 N
30 38 N
31 1 N
31 3 N
31 5 N
31 10 N
31 12 N
31 14 N
31 16 N
31 18 N
31 19 N
31 20 N
31 21 N
31 23 N
31 24 N
31 25 N
31 26 N
31 27 N
31 29 N
31 31 N
31 33 N
31 35 N
31 38 N
32 1 N
32 3 N
32 5 N
32 7 N
32 8 N
32 9 N
32 10 N
32 12 N
32 14 N
32 16 N
32 18 N
32 19 N
32 20 N
32 21 N
32 25 N
32 27 N
32 29 N
32 30 N
32 31 N
32 33 N
32 35 N
32 37 N
32 38 N
33 1 N
33 3 N
33 5 N
33 7 N
33 10 N
33 12 N
33 14 N
33 16 N
33 21 N
33 23 N
33 25 N
33 26 N
33 27 N
33 32 N
33 33 N
33 35 N
33 38 N
34 1 N
34 3 N
34 4 N
34 5 N
34 8 N
34 10 N
34 12 N
34 14 N
34 16 N
34 17 N
34 18 N
34 19 N
34 20 N
34 21 N
34 22 N
34 23 N
34 25 N
34 27 N
34 29 N
34 31 N
34 32 N
34 35 N
34 37 N
34 38 N
35 1 N
35 5 N
35 6 N
35 7 N
35 8 N
35 9 N
35 10 N
35 12 N
35 14 N
35 16 N
35 23 N
35 25 N
35 26 N
35 27 N
35 29 N
35 31 N
35 34 N
35 35 N
35 38 N
36 1 N
36 3 N
36 5 N
36 8 N
36 10 N
36 12 N
36 14 N
36 16 N
36 17 N
36 18 N
36 19 N
36 21 N
36 22 N
36 23 N
36 25 N
36 29 N
36 30 N
36 31 N
36 32 N
36 33 N
36 34 N
36 36 N
36 37 N
36 38 N
37 3 N
37 5 N
37 7 N
37 10 N
37 12 N
37 14 N
37 19 N
37 28 N
37 29 N
37 32 N
37 36 N
37 38 N
38 1 N
38 2 N
38 3 N
38 4 N
38 5 N
38 7 N
38 8 N
38 9 N
38 10 N
38 12 N
38 14 N
38 15 N
38 16 N
38 17 N
38 18 N
38 19 N
38 20 N
38 21 N
38 22 N
38 23 N
38 24 N
38 25 N
38 26 N
38 27 N
38 28 N
38 30 N
38 31 N
38 32 N
38 36 N
38 37 N
38 38 N
